,commit ID,author name,committer name,message,URL,commit date,message_preprocessed
19,MDY6Q29tbWl0MjcxOTM3Nzk6NTc3NDY4OGUyNjE0Y2NiODk3NDllYTJmNTIzMDE0YzY0Nzk2MTZhYQ==,Roy Sommer,Anna Henningsen,"lib: support overriding http\s.globalAgent

Overriding `require('http[s]').globalAgent` is now respected by
consequent requests.

In order to achieve that, the following changes were made:

1. Implmentation in `http`: `module.exports.globalAgent` is now defined
through `Object.defineProperty`. Its getter and setter return \ set
`require('_http_agent').globalAgent`.

2. Implementation in `https`: the https `globalAgent` is not the same
as `_http_agent`, and is defined in `https` module itself. Therefore,
the fix here was to simply use `module.exports.globalAgent` to support
mutation.

3. According tests were added for both `http` and `https`, where in
both we create a server, set the default agent to a newly created
instance and make a request to that server. We then assert that the
given instance was actually used by inspecting its sockets property.

Fixes: https://github.com/nodejs/node/issues/23281

PR-URL: https://github.com/nodejs/node/pull/25170
Reviewed-By: James M Snell <jasnell@gmail.com>",https://api.github.com/repos/nodejs/node/git/commits/5774688e2614ccb89749ea2f523014c6479616aa,2018-12-21,"We then assert that the
given instance was actually used by inspecting its sockets property"
19,MDY6Q29tbWl0MjcxOTM3Nzk6NTc3NDY4OGUyNjE0Y2NiODk3NDllYTJmNTIzMDE0YzY0Nzk2MTZhYQ==,Roy Sommer,Anna Henningsen,"lib: support overriding http\s.globalAgent

Overriding `require('http[s]').globalAgent` is now respected by
consequent requests.

In order to achieve that, the following changes were made:

1. Implmentation in `http`: `module.exports.globalAgent` is now defined
through `Object.defineProperty`. Its getter and setter return \ set
`require('_http_agent').globalAgent`.

2. Implementation in `https`: the https `globalAgent` is not the same
as `_http_agent`, and is defined in `https` module itself. Therefore,
the fix here was to simply use `module.exports.globalAgent` to support
mutation.

3. According tests were added for both `http` and `https`, where in
both we create a server, set the default agent to a newly created
instance and make a request to that server. We then assert that the
given instance was actually used by inspecting its sockets property.

Fixes: https://github.com/nodejs/node/issues/23281

PR-URL: https://github.com/nodejs/node/pull/25170
Reviewed-By: James M Snell <jasnell@gmail.com>",https://api.github.com/repos/nodejs/node/git/commits/5774688e2614ccb89749ea2f523014c6479616aa,2018-12-21,"Fixes: 
PR-URL: Reviewed-By: James M Snell <jasnell@gmail.com>"
20,MDY6Q29tbWl0MjcxOTM3Nzk6OWFjMTA4ZDgzNDUzOTEyMjYyNWM4NWJiMGE4OGY1MWE2MmIyMmQzNg==,cjihrig,cjihrig,"http: add maxHeaderSize property

This commit exposes the value of --max-http-header-size
as a property of the http module.

PR-URL: https://github.com/nodejs/node/pull/24860
Reviewed-By: Richard Lau <riclau@uk.ibm.com>
Reviewed-By: Matteo Collina <matteo.collina@gmail.com>
Reviewed-By: Michael Dawson <michael_dawson@ca.ibm.com>
Reviewed-By: Shelley Vohr <codebytere@gmail.com>
Reviewed-By: James M Snell <jasnell@gmail.com>",https://api.github.com/repos/nodejs/node/git/commits/9ac108d834539122625c85bb0a88f51a62b22d36,2018-12-06,add maxHeaderSize property
20,MDY6Q29tbWl0MjcxOTM3Nzk6OWFjMTA4ZDgzNDUzOTEyMjYyNWM4NWJiMGE4OGY1MWE2MmIyMmQzNg==,cjihrig,cjihrig,"http: add maxHeaderSize property

This commit exposes the value of --max-http-header-size
as a property of the http module.

PR-URL: https://github.com/nodejs/node/pull/24860
Reviewed-By: Richard Lau <riclau@uk.ibm.com>
Reviewed-By: Matteo Collina <matteo.collina@gmail.com>
Reviewed-By: Michael Dawson <michael_dawson@ca.ibm.com>
Reviewed-By: Shelley Vohr <codebytere@gmail.com>
Reviewed-By: James M Snell <jasnell@gmail.com>",https://api.github.com/repos/nodejs/node/git/commits/9ac108d834539122625c85bb0a88f51a62b22d36,2018-12-06,This commit exposes the value of --max-as a property of the module
20,MDY6Q29tbWl0MjcxOTM3Nzk6OWFjMTA4ZDgzNDUzOTEyMjYyNWM4NWJiMGE4OGY1MWE2MmIyMmQzNg==,cjihrig,cjihrig,"http: add maxHeaderSize property

This commit exposes the value of --max-http-header-size
as a property of the http module.

PR-URL: https://github.com/nodejs/node/pull/24860
Reviewed-By: Richard Lau <riclau@uk.ibm.com>
Reviewed-By: Matteo Collina <matteo.collina@gmail.com>
Reviewed-By: Michael Dawson <michael_dawson@ca.ibm.com>
Reviewed-By: Shelley Vohr <codebytere@gmail.com>
Reviewed-By: James M Snell <jasnell@gmail.com>",https://api.github.com/repos/nodejs/node/git/commits/9ac108d834539122625c85bb0a88f51a62b22d36,2018-12-06,"PR-URL: Reviewed-By: Richard Lau <riclau@uk.ibm.com>
Reviewed-By: Matteo Collina <matteo.collina@gmail.com>
Reviewed-By: Michael Dawson <michael_dawson@ca.ibm.com>
Reviewed-By: Shelley Vohr <codebytere@gmail.com>
Reviewed-By: James M Snell <jasnell@gmail.com>"
21,MDY6Q29tbWl0MjcxOTM3Nzk6ZjliNzM5ZWJiY2I3N2JjNWEwZmM4ZTNkMjBhZDJlYWUzMjg1YjAzOQ==,Sam Ruby,Matteo Collina,"http: allow url and options to be passed to http*.request and http*.get

Fixes: https://github.com/nodejs/node/issues/20795
PR-URL: https://github.com/nodejs/node/pull/21616
Reviewed-By: Tiancheng ""Timothy"" Gu <timothygu99@gmail.com>
Reviewed-By: Ron Korving <ron@ronkorving.nl>
Reviewed-By: James M Snell <jasnell@gmail.com>
Reviewed-By: Matteo Collina <matteo.collina@gmail.com>",https://api.github.com/repos/nodejs/node/git/commits/f9b739ebbcb77bc5a0fc8e3d20ad2eae3285b039,2018-07-01,allow url and options to be passed to and 
21,MDY6Q29tbWl0MjcxOTM3Nzk6ZjliNzM5ZWJiY2I3N2JjNWEwZmM4ZTNkMjBhZDJlYWUzMjg1YjAzOQ==,Sam Ruby,Matteo Collina,"http: allow url and options to be passed to http*.request and http*.get

Fixes: https://github.com/nodejs/node/issues/20795
PR-URL: https://github.com/nodejs/node/pull/21616
Reviewed-By: Tiancheng ""Timothy"" Gu <timothygu99@gmail.com>
Reviewed-By: Ron Korving <ron@ronkorving.nl>
Reviewed-By: James M Snell <jasnell@gmail.com>
Reviewed-By: Matteo Collina <matteo.collina@gmail.com>",https://api.github.com/repos/nodejs/node/git/commits/f9b739ebbcb77bc5a0fc8e3d20ad2eae3285b039,2018-07-01,"Fixes: PR-URL: Reviewed-By: Tiancheng ""Timothy"" Gu <timothygu99@gmail.com>
Reviewed-By: Ron Korving <ron@ronkorving.nl>
Reviewed-By: James M Snell <jasnell@gmail.com>
Reviewed-By: Matteo Collina <matteo.collina@gmail.com>"
22,MDY6Q29tbWl0MjcxOTM3Nzk6NDJkOGVhMDIyMDFmOTc0NTBjNzEyOGYxMDJiYWFkNjdjNmU1NGQ5ZQ==,Wes Todd,Tobias Nießen,"http: support server options on createServer

PR-URL: https://github.com/nodejs/node/pull/19461
Reviewed-By: Anna Henningsen <anna@addaleax.net>
Reviewed-By: Evan Lucas <evanlucas@me.com>
Reviewed-By: Luigi Pinca <luigipinca@gmail.com>
Reviewed-By: James M Snell <jasnell@gmail.com>",https://api.github.com/repos/nodejs/node/git/commits/42d8ea02201f97450c7128f102baad67c6e54d9e,2018-03-19,support server options on createServer
22,MDY6Q29tbWl0MjcxOTM3Nzk6NDJkOGVhMDIyMDFmOTc0NTBjNzEyOGYxMDJiYWFkNjdjNmU1NGQ5ZQ==,Wes Todd,Tobias Nießen,"http: support server options on createServer

PR-URL: https://github.com/nodejs/node/pull/19461
Reviewed-By: Anna Henningsen <anna@addaleax.net>
Reviewed-By: Evan Lucas <evanlucas@me.com>
Reviewed-By: Luigi Pinca <luigipinca@gmail.com>
Reviewed-By: James M Snell <jasnell@gmail.com>",https://api.github.com/repos/nodejs/node/git/commits/42d8ea02201f97450c7128f102baad67c6e54d9e,2018-03-19,"PR-URL: Reviewed-By: Anna Henningsen <anna@addaleax.net>
Reviewed-By: Evan Lucas <evanlucas@me.com>
Reviewed-By: Luigi Pinca <luigipinca@gmail.com>
Reviewed-By: James M Snell <jasnell@gmail.com>"
23,MDY6Q29tbWl0MjcxOTM3Nzk6ZTcxNGRhNmYwYWJkZjBiN2MxZDc4YmUzNjRjYTczNDIyNDZkYTc0Zg==,Tobias Nießen,Tobias Nießen,"http: use more destructuring

PR-URL: https://github.com/nodejs/node/pull/19481
Reviewed-By: James M Snell <jasnell@gmail.com>
Reviewed-By: Colin Ihrig <cjihrig@gmail.com>
Reviewed-By: Jackson Tian <shyvo1987@gmail.com>
Reviewed-By: Luigi Pinca <luigipinca@gmail.com>",https://api.github.com/repos/nodejs/node/git/commits/e714da6f0abdf0b7c1d78be364ca7342246da74f,2018-03-20,use more destructuring
23,MDY6Q29tbWl0MjcxOTM3Nzk6ZTcxNGRhNmYwYWJkZjBiN2MxZDc4YmUzNjRjYTczNDIyNDZkYTc0Zg==,Tobias Nießen,Tobias Nießen,"http: use more destructuring

PR-URL: https://github.com/nodejs/node/pull/19481
Reviewed-By: James M Snell <jasnell@gmail.com>
Reviewed-By: Colin Ihrig <cjihrig@gmail.com>
Reviewed-By: Jackson Tian <shyvo1987@gmail.com>
Reviewed-By: Luigi Pinca <luigipinca@gmail.com>",https://api.github.com/repos/nodejs/node/git/commits/e714da6f0abdf0b7c1d78be364ca7342246da74f,2018-03-20,"PR-URL: Reviewed-By: James M Snell <jasnell@gmail.com>
Reviewed-By: Colin Ihrig <cjihrig@gmail.com>
Reviewed-By: Jackson Tian <shyvo1987@gmail.com>
Reviewed-By: Luigi Pinca <luigipinca@gmail.com>"
24,MDY6Q29tbWl0MjcxOTM3Nzk6MjEyZGUzYzVlYzQyOWE1ODBkMmU3OWNlM2MyNTE2YjkzYjUyYjhmNQ==,Weijia Wang,Tobias Nießen,"lib: use destructuring for some constants

This change is to unify the declaration for constants into using
destructuring on the top-level-module scope, reducing some redundant
code.

PR-URL: https://github.com/nodejs/node/pull/16063
Reviewed-By: James M Snell <jasnell@gmail.com>
Reviewed-By: Anna Henningsen <anna@addaleax.net>
Reviewed-By: Tobias Nießen <tniessen@tnie.de>
Reviewed-By: Ruben Bridgewater <ruben@bridgewater.de>
Reviewed-By: Gibson Fahnestock <gibfahn@gmail.com>",https://api.github.com/repos/nodejs/node/git/commits/212de3c5ec429a580d2e79ce3c2516b93b52b8f5,2017-10-07,lib: use destructuring for some constants
24,MDY6Q29tbWl0MjcxOTM3Nzk6MjEyZGUzYzVlYzQyOWE1ODBkMmU3OWNlM2MyNTE2YjkzYjUyYjhmNQ==,Weijia Wang,Tobias Nießen,"lib: use destructuring for some constants

This change is to unify the declaration for constants into using
destructuring on the top-level-module scope, reducing some redundant
code.

PR-URL: https://github.com/nodejs/node/pull/16063
Reviewed-By: James M Snell <jasnell@gmail.com>
Reviewed-By: Anna Henningsen <anna@addaleax.net>
Reviewed-By: Tobias Nießen <tniessen@tnie.de>
Reviewed-By: Ruben Bridgewater <ruben@bridgewater.de>
Reviewed-By: Gibson Fahnestock <gibfahn@gmail.com>",https://api.github.com/repos/nodejs/node/git/commits/212de3c5ec429a580d2e79ce3c2516b93b52b8f5,2017-10-07,"This change is to unify the declaration for constants into using
destructuring on the top-level-module scope, reducing some redundant
code"
24,MDY6Q29tbWl0MjcxOTM3Nzk6MjEyZGUzYzVlYzQyOWE1ODBkMmU3OWNlM2MyNTE2YjkzYjUyYjhmNQ==,Weijia Wang,Tobias Nießen,"lib: use destructuring for some constants

This change is to unify the declaration for constants into using
destructuring on the top-level-module scope, reducing some redundant
code.

PR-URL: https://github.com/nodejs/node/pull/16063
Reviewed-By: James M Snell <jasnell@gmail.com>
Reviewed-By: Anna Henningsen <anna@addaleax.net>
Reviewed-By: Tobias Nießen <tniessen@tnie.de>
Reviewed-By: Ruben Bridgewater <ruben@bridgewater.de>
Reviewed-By: Gibson Fahnestock <gibfahn@gmail.com>",https://api.github.com/repos/nodejs/node/git/commits/212de3c5ec429a580d2e79ce3c2516b93b52b8f5,2017-10-07,"PR-URL: Reviewed-By: James M Snell <jasnell@gmail.com>
Reviewed-By: Anna Henningsen <anna@addaleax.net>
Reviewed-By: Tobias Nießen <tniessen@tnie.de>
Reviewed-By: Ruben Bridgewater <ruben@bridgewater.de>
Reviewed-By: Gibson Fahnestock <gibfahn@gmail.com>"
25,MDY6Q29tbWl0MjcxOTM3Nzk6NTQyNWUwZGNiZWUxZWQ4ZjY2ODcyMDNlYWZiN2MzY2YyMTRmMzM5Mw==,James M Snell,James M Snell,"http: use more efficient module.exports pattern

PR-URL: https://github.com/nodejs/node/pull/11594
Reviewed-By: Colin Ihrig <cjihrig@gmail.com>
Reviewed-By: Sakthipriyan Vairamani <thechargingvolcano@gmail.com>
Reviewed-By: Matteo Collina <matteo.collina@gmail.com>",https://api.github.com/repos/nodejs/node/git/commits/5425e0dcbee1ed8f6687203eafb7c3cf214f3393,2017-02-28,use more efficient module.exports pattern
25,MDY6Q29tbWl0MjcxOTM3Nzk6NTQyNWUwZGNiZWUxZWQ4ZjY2ODcyMDNlYWZiN2MzY2YyMTRmMzM5Mw==,James M Snell,James M Snell,"http: use more efficient module.exports pattern

PR-URL: https://github.com/nodejs/node/pull/11594
Reviewed-By: Colin Ihrig <cjihrig@gmail.com>
Reviewed-By: Sakthipriyan Vairamani <thechargingvolcano@gmail.com>
Reviewed-By: Matteo Collina <matteo.collina@gmail.com>",https://api.github.com/repos/nodejs/node/git/commits/5425e0dcbee1ed8f6687203eafb7c3cf214f3393,2017-02-28,"PR-URL: Reviewed-By: Colin Ihrig <cjihrig@gmail.com>
Reviewed-By: Sakthipriyan Vairamani <thechargingvolcano@gmail.com>
Reviewed-By: Matteo Collina <matteo.collina@gmail.com>"
26,MDY6Q29tbWl0MjcxOTM3Nzk6OThlNTRiMGJkNDg1NGJkYjNlMjk0OWQxYjZiMjBkNjc3N2ZiN2NkZQ==,James M Snell,James M Snell,"meta: restore original copyright header

A prior io.js era commit inappropriately removed the
original copyright statements from the source. This
restores those in any files still remaining from that
edit.

Ref: https://github.com/nodejs/TSC/issues/174
Ref: https://github.com/nodejs/node/pull/10599
PR-URL: https://github.com/nodejs/node/pull/10155

Note: This PR was required, reviewed-by and approved
by the Node.js Foundation Legal Committee and the TSC.
There is no `Approved-By:` meta data.",https://api.github.com/repos/nodejs/node/git/commits/98e54b0bd4854bdb3e2949d1b6b20d6777fb7cde,2017-01-03,meta: restore original copyright header
26,MDY6Q29tbWl0MjcxOTM3Nzk6OThlNTRiMGJkNDg1NGJkYjNlMjk0OWQxYjZiMjBkNjc3N2ZiN2NkZQ==,James M Snell,James M Snell,"meta: restore original copyright header

A prior io.js era commit inappropriately removed the
original copyright statements from the source. This
restores those in any files still remaining from that
edit.

Ref: https://github.com/nodejs/TSC/issues/174
Ref: https://github.com/nodejs/node/pull/10599
PR-URL: https://github.com/nodejs/node/pull/10155

Note: This PR was required, reviewed-by and approved
by the Node.js Foundation Legal Committee and the TSC.
There is no `Approved-By:` meta data.",https://api.github.com/repos/nodejs/node/git/commits/98e54b0bd4854bdb3e2949d1b6b20d6777fb7cde,2017-01-03,"A prior io.js era commit inappropriately removed the
original copyright statements from the source"
26,MDY6Q29tbWl0MjcxOTM3Nzk6OThlNTRiMGJkNDg1NGJkYjNlMjk0OWQxYjZiMjBkNjc3N2ZiN2NkZQ==,James M Snell,James M Snell,"meta: restore original copyright header

A prior io.js era commit inappropriately removed the
original copyright statements from the source. This
restores those in any files still remaining from that
edit.

Ref: https://github.com/nodejs/TSC/issues/174
Ref: https://github.com/nodejs/node/pull/10599
PR-URL: https://github.com/nodejs/node/pull/10155

Note: This PR was required, reviewed-by and approved
by the Node.js Foundation Legal Committee and the TSC.
There is no `Approved-By:` meta data.",https://api.github.com/repos/nodejs/node/git/commits/98e54b0bd4854bdb3e2949d1b6b20d6777fb7cde,2017-01-03,"This
restores those in any files still remaining from that
edit"
26,MDY6Q29tbWl0MjcxOTM3Nzk6OThlNTRiMGJkNDg1NGJkYjNlMjk0OWQxYjZiMjBkNjc3N2ZiN2NkZQ==,James M Snell,James M Snell,"meta: restore original copyright header

A prior io.js era commit inappropriately removed the
original copyright statements from the source. This
restores those in any files still remaining from that
edit.

Ref: https://github.com/nodejs/TSC/issues/174
Ref: https://github.com/nodejs/node/pull/10599
PR-URL: https://github.com/nodejs/node/pull/10155

Note: This PR was required, reviewed-by and approved
by the Node.js Foundation Legal Committee and the TSC.
There is no `Approved-By:` meta data.",https://api.github.com/repos/nodejs/node/git/commits/98e54b0bd4854bdb3e2949d1b6b20d6777fb7cde,2017-01-03,"Ref: Ref: PR-URL: 
Note: This PR was required, reviewed-by and approved
by the Node.js Foundation Legal Committee and the TSC"
26,MDY6Q29tbWl0MjcxOTM3Nzk6OThlNTRiMGJkNDg1NGJkYjNlMjk0OWQxYjZiMjBkNjc3N2ZiN2NkZQ==,James M Snell,James M Snell,"meta: restore original copyright header

A prior io.js era commit inappropriately removed the
original copyright statements from the source. This
restores those in any files still remaining from that
edit.

Ref: https://github.com/nodejs/TSC/issues/174
Ref: https://github.com/nodejs/node/pull/10599
PR-URL: https://github.com/nodejs/node/pull/10155

Note: This PR was required, reviewed-by and approved
by the Node.js Foundation Legal Committee and the TSC.
There is no `Approved-By:` meta data.",https://api.github.com/repos/nodejs/node/git/commits/98e54b0bd4854bdb3e2949d1b6b20d6777fb7cde,2017-01-03,There is no `Approved-By:` meta data.
27,MDY6Q29tbWl0MjcxOTM3Nzk6YWNjZjQxMGViMDk5MjYyOGI0YWFiM2MxMzkyNDJhNDA5ODc0YTRmYg==,maasencioh,James M Snell,"http: name anonymous functions in http

Refs: https://github.com/nodejs/node/issues/8913
PR-URL: https://github.com/nodejs/node/pull/9055
Reviewed-By: James M Snell <jasnell@gmail.com>
Reviewed-By: Luigi Pinca <luigipinca@gmail.com>
Reviewed-By: Franziska Hinkelmann <franziska.hinkelmann@gmail.com>
Reviewed-By: Michaël Zasso <targos@protonmail.com>",https://api.github.com/repos/nodejs/node/git/commits/accf410eb0992628b4aab3c139242a409874a4fb,2016-10-13,name anonymous functions in 
27,MDY6Q29tbWl0MjcxOTM3Nzk6YWNjZjQxMGViMDk5MjYyOGI0YWFiM2MxMzkyNDJhNDA5ODc0YTRmYg==,maasencioh,James M Snell,"http: name anonymous functions in http

Refs: https://github.com/nodejs/node/issues/8913
PR-URL: https://github.com/nodejs/node/pull/9055
Reviewed-By: James M Snell <jasnell@gmail.com>
Reviewed-By: Luigi Pinca <luigipinca@gmail.com>
Reviewed-By: Franziska Hinkelmann <franziska.hinkelmann@gmail.com>
Reviewed-By: Michaël Zasso <targos@protonmail.com>",https://api.github.com/repos/nodejs/node/git/commits/accf410eb0992628b4aab3c139242a409874a4fb,2016-10-13,"Refs: PR-URL: Reviewed-By: James M Snell <jasnell@gmail.com>
Reviewed-By: Luigi Pinca <luigipinca@gmail.com>
Reviewed-By: Franziska Hinkelmann <franziska.hinkelmann@gmail.com>
Reviewed-By: Michaël Zasso <targos@protonmail.com>"
28,MDY6Q29tbWl0MjcxOTM3Nzk6MmNjN2ZhNWU3ZGFiZGYxMGJmMjZlZmM0YWI4ZGJmZmQzNmRiYTIzZQ==,Brian White,Brian White,"http: remove deprecated Client interface

PR-URL: https://github.com/nodejs/node/pull/8104
Reviewed-By: James M Snell <jasnell@gmail.com>
Reviewed-By: Ben Noordhuis <info@bnoordhuis.nl>
Reviewed-By: Colin Ihrig <cjihrig@gmail.com>",https://api.github.com/repos/nodejs/node/git/commits/2cc7fa5e7dabdf10bf26efc4ab8dbffd36dba23e,2016-08-14,remove deprecated Client interface
28,MDY6Q29tbWl0MjcxOTM3Nzk6MmNjN2ZhNWU3ZGFiZGYxMGJmMjZlZmM0YWI4ZGJmZmQzNmRiYTIzZQ==,Brian White,Brian White,"http: remove deprecated Client interface

PR-URL: https://github.com/nodejs/node/pull/8104
Reviewed-By: James M Snell <jasnell@gmail.com>
Reviewed-By: Ben Noordhuis <info@bnoordhuis.nl>
Reviewed-By: Colin Ihrig <cjihrig@gmail.com>",https://api.github.com/repos/nodejs/node/git/commits/2cc7fa5e7dabdf10bf26efc4ab8dbffd36dba23e,2016-08-14,"PR-URL: Reviewed-By: James M Snell <jasnell@gmail.com>
Reviewed-By: Ben Noordhuis <info@bnoordhuis.nl>
Reviewed-By: Colin Ihrig <cjihrig@gmail.com>"
29,MDY6Q29tbWl0MjcxOTM3Nzk6ZjMyYTYwNmUzNzNhZDU3ZjY4NGIwZTUxMWQ2ZDZlNGNiZDQ4YTgxMg==,Sakthipriyan Vairamani,Sakthipriyan Vairamani,"lib,src: remove usage of events.EventEmitter

The `events` module already exports `EventEmitter` constructor function
So, we don't have to use `events.EventEmitter` to access it.

Refer: https://github.com/nodejs/node/pull/2896

PR-URL: https://github.com/nodejs/node/pull/2921
Reviewed-By: Roman Reiss <me@silverwind.io>
Reviewed-By: Michaël Zasso <mic.besace@gmail.com>",https://api.github.com/repos/nodejs/node/git/commits/f32a606e373ad57f684b0e511d6d6e4cbd48a812,2015-09-16,"lib,src: remove usage of events.EventEmitter"
29,MDY6Q29tbWl0MjcxOTM3Nzk6ZjMyYTYwNmUzNzNhZDU3ZjY4NGIwZTUxMWQ2ZDZlNGNiZDQ4YTgxMg==,Sakthipriyan Vairamani,Sakthipriyan Vairamani,"lib,src: remove usage of events.EventEmitter

The `events` module already exports `EventEmitter` constructor function
So, we don't have to use `events.EventEmitter` to access it.

Refer: https://github.com/nodejs/node/pull/2896

PR-URL: https://github.com/nodejs/node/pull/2921
Reviewed-By: Roman Reiss <me@silverwind.io>
Reviewed-By: Michaël Zasso <mic.besace@gmail.com>",https://api.github.com/repos/nodejs/node/git/commits/f32a606e373ad57f684b0e511d6d6e4cbd48a812,2015-09-16,"The `events` module already exports `EventEmitter` constructor function
So, we don't have to use `events.EventEmitter` to access it"
29,MDY6Q29tbWl0MjcxOTM3Nzk6ZjMyYTYwNmUzNzNhZDU3ZjY4NGIwZTUxMWQ2ZDZlNGNiZDQ4YTgxMg==,Sakthipriyan Vairamani,Sakthipriyan Vairamani,"lib,src: remove usage of events.EventEmitter

The `events` module already exports `EventEmitter` constructor function
So, we don't have to use `events.EventEmitter` to access it.

Refer: https://github.com/nodejs/node/pull/2896

PR-URL: https://github.com/nodejs/node/pull/2921
Reviewed-By: Roman Reiss <me@silverwind.io>
Reviewed-By: Michaël Zasso <mic.besace@gmail.com>",https://api.github.com/repos/nodejs/node/git/commits/f32a606e373ad57f684b0e511d6d6e4cbd48a812,2015-09-16,"Refer: 
PR-URL: Reviewed-By: Roman Reiss <me@silverwind.io>
Reviewed-By: Michaël Zasso <mic.besace@gmail.com>"
30,MDY6Q29tbWl0MjcxOTM3Nzk6OWNkNDRiYjJiNjgzNDQ2NTMxMzA2YmJjZmY4NzM5ZmMzNTI2ZDAyYw==,Sakthipriyan Vairamani,Roman Reiss,"util: prepend '(node) ' to deprecation messages

Changes included in this commit are

   1. Making the deprecation messages consistent. The messages will be in
      the following format

           x is deprecated. Use y instead.

      If there is no alternative for `x`, then the ` Use y instead.` part
      will not be there in the message.

   2. All the internal deprecation messages are printed with the prefix
      `(node) `, except when the `--trace-deprecation` flag is set.

Fixes: https://github.com/nodejs/io.js/issues/1883
PR-URL: https://github.com/nodejs/io.js/pull/1892
Reviewed-By: Roman Reiss <me@silverwind.io>",https://api.github.com/repos/nodejs/node/git/commits/9cd44bb2b683446531306bbcff8739fc3526d02c,2015-06-13,util: prepend '(node) ' to deprecation messages
30,MDY6Q29tbWl0MjcxOTM3Nzk6OWNkNDRiYjJiNjgzNDQ2NTMxMzA2YmJjZmY4NzM5ZmMzNTI2ZDAyYw==,Sakthipriyan Vairamani,Roman Reiss,"util: prepend '(node) ' to deprecation messages

Changes included in this commit are

   1. Making the deprecation messages consistent. The messages will be in
      the following format

           x is deprecated. Use y instead.

      If there is no alternative for `x`, then the ` Use y instead.` part
      will not be there in the message.

   2. All the internal deprecation messages are printed with the prefix
      `(node) `, except when the `--trace-deprecation` flag is set.

Fixes: https://github.com/nodejs/io.js/issues/1883
PR-URL: https://github.com/nodejs/io.js/pull/1892
Reviewed-By: Roman Reiss <me@silverwind.io>",https://api.github.com/repos/nodejs/node/git/commits/9cd44bb2b683446531306bbcff8739fc3526d02c,2015-06-13,"Changes included in this commit are
   1"
30,MDY6Q29tbWl0MjcxOTM3Nzk6OWNkNDRiYjJiNjgzNDQ2NTMxMzA2YmJjZmY4NzM5ZmMzNTI2ZDAyYw==,Sakthipriyan Vairamani,Roman Reiss,"util: prepend '(node) ' to deprecation messages

Changes included in this commit are

   1. Making the deprecation messages consistent. The messages will be in
      the following format

           x is deprecated. Use y instead.

      If there is no alternative for `x`, then the ` Use y instead.` part
      will not be there in the message.

   2. All the internal deprecation messages are printed with the prefix
      `(node) `, except when the `--trace-deprecation` flag is set.

Fixes: https://github.com/nodejs/io.js/issues/1883
PR-URL: https://github.com/nodejs/io.js/pull/1892
Reviewed-By: Roman Reiss <me@silverwind.io>",https://api.github.com/repos/nodejs/node/git/commits/9cd44bb2b683446531306bbcff8739fc3526d02c,2015-06-13,Making the deprecation messages consistent
30,MDY6Q29tbWl0MjcxOTM3Nzk6OWNkNDRiYjJiNjgzNDQ2NTMxMzA2YmJjZmY4NzM5ZmMzNTI2ZDAyYw==,Sakthipriyan Vairamani,Roman Reiss,"util: prepend '(node) ' to deprecation messages

Changes included in this commit are

   1. Making the deprecation messages consistent. The messages will be in
      the following format

           x is deprecated. Use y instead.

      If there is no alternative for `x`, then the ` Use y instead.` part
      will not be there in the message.

   2. All the internal deprecation messages are printed with the prefix
      `(node) `, except when the `--trace-deprecation` flag is set.

Fixes: https://github.com/nodejs/io.js/issues/1883
PR-URL: https://github.com/nodejs/io.js/pull/1892
Reviewed-By: Roman Reiss <me@silverwind.io>",https://api.github.com/repos/nodejs/node/git/commits/9cd44bb2b683446531306bbcff8739fc3526d02c,2015-06-13,"The messages will be in
      the following format
           x is deprecated"
30,MDY6Q29tbWl0MjcxOTM3Nzk6OWNkNDRiYjJiNjgzNDQ2NTMxMzA2YmJjZmY4NzM5ZmMzNTI2ZDAyYw==,Sakthipriyan Vairamani,Roman Reiss,"util: prepend '(node) ' to deprecation messages

Changes included in this commit are

   1. Making the deprecation messages consistent. The messages will be in
      the following format

           x is deprecated. Use y instead.

      If there is no alternative for `x`, then the ` Use y instead.` part
      will not be there in the message.

   2. All the internal deprecation messages are printed with the prefix
      `(node) `, except when the `--trace-deprecation` flag is set.

Fixes: https://github.com/nodejs/io.js/issues/1883
PR-URL: https://github.com/nodejs/io.js/pull/1892
Reviewed-By: Roman Reiss <me@silverwind.io>",https://api.github.com/repos/nodejs/node/git/commits/9cd44bb2b683446531306bbcff8739fc3526d02c,2015-06-13,Use y instead
30,MDY6Q29tbWl0MjcxOTM3Nzk6OWNkNDRiYjJiNjgzNDQ2NTMxMzA2YmJjZmY4NzM5ZmMzNTI2ZDAyYw==,Sakthipriyan Vairamani,Roman Reiss,"util: prepend '(node) ' to deprecation messages

Changes included in this commit are

   1. Making the deprecation messages consistent. The messages will be in
      the following format

           x is deprecated. Use y instead.

      If there is no alternative for `x`, then the ` Use y instead.` part
      will not be there in the message.

   2. All the internal deprecation messages are printed with the prefix
      `(node) `, except when the `--trace-deprecation` flag is set.

Fixes: https://github.com/nodejs/io.js/issues/1883
PR-URL: https://github.com/nodejs/io.js/pull/1892
Reviewed-By: Roman Reiss <me@silverwind.io>",https://api.github.com/repos/nodejs/node/git/commits/9cd44bb2b683446531306bbcff8739fc3526d02c,2015-06-13,"      If there is no alternative for `x`, then the ` Use y instead.` part
      will not be there in the message"
