,commit ID,author name,committer name,message,URL,commit date,message_preprocessed
25,MDY6Q29tbWl0NDE2NDQ4MjpmZjA1ZGU3NjBjYzRlZjRjN2YxODhlMTYzYzcyMmVjM2JjMWYwY2Jm,Jon Dufresne,Tim Graham,Fixed #29038 -- Removed closing slash from HTML void tags.,https://api.github.com/repos/django/django/git/commits/ff05de760cc4ef4c7f188e163c722ec3bc1f0cbf,2018-01-21,
26,MDY6Q29tbWl0NDE2NDQ4Mjo0YzU5OWVjZTU3ZmEwMDljZjM2MTVmMDk0OTdmODFiZmE2YTU4NWE3,Дилян Палаузов,Tim Graham,Fixed #28930 -- Simplified code with any() and all().,https://api.github.com/repos/django/django/git/commits/4c599ece57fa009cf3615f09497f81bfa6a585a7,2017-12-26,Fixed #28930 -- Simplified code with any() and all().
26,MDY6Q29tbWl0NDE2NDQ4Mjo0YzU5OWVjZTU3ZmEwMDljZjM2MTVmMDk0OTdmODFiZmE2YTU4NWE3,Дилян Палаузов,Tim Graham,Fixed #28930 -- Simplified code with any() and all().,https://api.github.com/repos/django/django/git/commits/4c599ece57fa009cf3615f09497f81bfa6a585a7,2017-12-26,
27,MDY6Q29tbWl0NDE2NDQ4Mjo3YzdiYzYzOTFhM2U4MzU2NmY5YWNlNTk5NTVlNjM1MDNiYzc2Y2Vl,Daniil,Tim Graham,Fixed #28874 -- Prevented double escaping of errors on hidden form fields.,https://api.github.com/repos/django/django/git/commits/7c7bc6391a3e83566f9ace59955e63503bc76cee,2017-12-11,Fixed #28874 -- Prevented double escaping of errors on hidden form fields.
27,MDY6Q29tbWl0NDE2NDQ4Mjo3YzdiYzYzOTFhM2U4MzU2NmY5YWNlNTk5NTVlNjM1MDNiYzc2Y2Vl,Daniil,Tim Graham,Fixed #28874 -- Prevented double escaping of errors on hidden form fields.,https://api.github.com/repos/django/django/git/commits/7c7bc6391a3e83566f9ace59955e63503bc76cee,2017-12-11,
28,MDY6Q29tbWl0NDE2NDQ4MjoyYjgxZmFhYjI1NzgzMmQzZGJkNDI5NDdhODg0ZjdlYzk5Njg1ZDE4,Tim Graham,GitHub,Fixed #28906 -- Removed unnecessary bool() calls.,https://api.github.com/repos/django/django/git/commits/2b81faab257832d3dbd42947a884f7ec99685d18,2017-12-07,Fixed #28906 -- Removed unnecessary bool() calls.
28,MDY6Q29tbWl0NDE2NDQ4MjoyYjgxZmFhYjI1NzgzMmQzZGJkNDI5NDdhODg0ZjdlYzk5Njg1ZDE4,Tim Graham,GitHub,Fixed #28906 -- Removed unnecessary bool() calls.,https://api.github.com/repos/django/django/git/commits/2b81faab257832d3dbd42947a884f7ec99685d18,2017-12-07,
29,MDY6Q29tbWl0NDE2NDQ4Mjo2ZTRjNjI4MWRiYjdlZTEyYmNkYzIyNjIwODk0ZWRiNGU5Y2Y2MjNm,Tim Graham,GitHub,"Reverted ""Fixed #27818 -- Replaced try/except/pass with contextlib.suppress().""

This reverts commit 550cb3a365dee4edfdd1563224d5304de2a57fda
because try/except performs better.",https://api.github.com/repos/django/django/git/commits/6e4c6281dbb7ee12bcdc22620894edb4e9cf623f,2017-09-07,"Reverted ""Fixed #27818 -- Replaced try/except/pass with contextlib.suppress()."""
29,MDY6Q29tbWl0NDE2NDQ4Mjo2ZTRjNjI4MWRiYjdlZTEyYmNkYzIyNjIwODk0ZWRiNGU5Y2Y2MjNm,Tim Graham,GitHub,"Reverted ""Fixed #27818 -- Replaced try/except/pass with contextlib.suppress().""

This reverts commit 550cb3a365dee4edfdd1563224d5304de2a57fda
because try/except performs better.",https://api.github.com/repos/django/django/git/commits/6e4c6281dbb7ee12bcdc22620894edb4e9cf623f,2017-09-07,"This reverts commit 550cb3a365dee4edfdd1563224d5304de2a57fda
because try/except performs better."
30,MDY6Q29tbWl0NDE2NDQ4Mjo1NTBjYjNhMzY1ZGVlNGVkZmRkMTU2MzIyNGQ1MzA0ZGUyYTU3ZmRh,Mads Jensen,Tim Graham,Fixed #27818 -- Replaced try/except/pass with contextlib.suppress().,https://api.github.com/repos/django/django/git/commits/550cb3a365dee4edfdd1563224d5304de2a57fda,2017-03-09,Fixed #27818 -- Replaced try/except/pass with contextlib.suppress().
30,MDY6Q29tbWl0NDE2NDQ4Mjo1NTBjYjNhMzY1ZGVlNGVkZmRkMTU2MzIyNGQ1MzA0ZGUyYTU3ZmRh,Mads Jensen,Tim Graham,Fixed #27818 -- Replaced try/except/pass with contextlib.suppress().,https://api.github.com/repos/django/django/git/commits/550cb3a365dee4edfdd1563224d5304de2a57fda,2017-03-09,
31,MDY6Q29tbWl0NDE2NDQ4MjozMDFkZTc3NGMyMWQwNTVlOWU1YTcwNzNlNWJmZmRiNTJiYzcxMDc5,Claude Paroz,Claude Paroz,"Refs #27795 -- Replaced many force_text() with str()

Thanks Tim Graham for the review.",https://api.github.com/repos/django/django/git/commits/301de774c21d055e9e5a7073e5bffdb52bc71079,2017-04-21,Refs #27795 -- Replaced many force_text() with str()
31,MDY6Q29tbWl0NDE2NDQ4MjozMDFkZTc3NGMyMWQwNTVlOWU1YTcwNzNlNWJmZmRiNTJiYzcxMDc5,Claude Paroz,Claude Paroz,"Refs #27795 -- Replaced many force_text() with str()

Thanks Tim Graham for the review.",https://api.github.com/repos/django/django/git/commits/301de774c21d055e9e5a7073e5bffdb52bc71079,2017-04-21,Thanks Tim Graham for the review.
32,MDY6Q29tbWl0NDE2NDQ4MjoxYWE4ZTg2MDVjY2E5NWIzMWVhZjZmNWU0N2JjMDc0MmQ2ZjJlMGM3,Stefan Wehrmeyer,Tim Graham,Fixed #27989 -- Preserved empty QueryDicts for form's data/files args.,https://api.github.com/repos/django/django/git/commits/1aa8e8605cca95b31eaf6f5e47bc0742d6f2e0c7,2017-03-28,Fixed #27989 -- Preserved empty QueryDicts for form's data/files args.
32,MDY6Q29tbWl0NDE2NDQ4MjoxYWE4ZTg2MDVjY2E5NWIzMWVhZjZmNWU0N2JjMDc0MmQ2ZjJlMGM3,Stefan Wehrmeyer,Tim Graham,Fixed #27989 -- Preserved empty QueryDicts for form's data/files args.,https://api.github.com/repos/django/django/git/commits/1aa8e8605cca95b31eaf6f5e47bc0742d6f2e0c7,2017-03-28,
33,MDY6Q29tbWl0NDE2NDQ4Mjo4MzQ2NjgwZTFjYTRhOGRkYzgxOTBiYWYzZjVmOTQ0ZjY0MThkNWNm,Claude Paroz,Claude Paroz,"Refs #27795 -- Removed unneeded force_text calls

Thanks Tim Graham for the review.",https://api.github.com/repos/django/django/git/commits/8346680e1ca4a8ddc8190baf3f5f944f6418d5cf,2017-03-04,Refs #27795 -- Removed unneeded force_text calls
33,MDY6Q29tbWl0NDE2NDQ4Mjo4MzQ2NjgwZTFjYTRhOGRkYzgxOTBiYWYzZjVmOTQ0ZjY0MThkNWNm,Claude Paroz,Claude Paroz,"Refs #27795 -- Removed unneeded force_text calls

Thanks Tim Graham for the review.",https://api.github.com/repos/django/django/git/commits/8346680e1ca4a8ddc8190baf3f5f944f6418d5cf,2017-03-04,Thanks Tim Graham for the review.
34,MDY6Q29tbWl0NDE2NDQ4MjozZWI2NzlhODY5NTZkOWVlZGYyNDQ5MmYwMDAyZGUwMDJmNzE4MGY1,Anton Samarchyan,Tim Graham,Refs #27656 -- Updated django.forms/http docstring verbs according to PEP 257.,https://api.github.com/repos/django/django/git/commits/3eb679a86956d9eedf24492f0002de002f7180f5,2017-01-24,Refs #27656 -- Updated django.forms/docstring verbs according to PEP 257.
34,MDY6Q29tbWl0NDE2NDQ4MjozZWI2NzlhODY5NTZkOWVlZGYyNDQ5MmYwMDAyZGUwMDJmNzE4MGY1,Anton Samarchyan,Tim Graham,Refs #27656 -- Updated django.forms/http docstring verbs according to PEP 257.,https://api.github.com/repos/django/django/git/commits/3eb679a86956d9eedf24492f0002de002f7180f5,2017-01-24,
35,MDY6Q29tbWl0NDE2NDQ4MjpjNjUxMzMxYjM0YjdjMzg0MWMxMjY5NTllNmU1Mjg3OWJjNmYwODM0,Claude Paroz,Claude Paroz,"Converted usage of ugettext* functions to their gettext* aliases

Thanks Tim Graham for the review.",https://api.github.com/repos/django/django/git/commits/c651331b34b7c3841c126959e6e52879bc6f0834,2017-01-26,Converted usage of ugettext* functions to their gettext* aliases
35,MDY6Q29tbWl0NDE2NDQ4MjpjNjUxMzMxYjM0YjdjMzg0MWMxMjY5NTllNmU1Mjg3OWJjNmYwODM0,Claude Paroz,Claude Paroz,"Converted usage of ugettext* functions to their gettext* aliases

Thanks Tim Graham for the review.",https://api.github.com/repos/django/django/git/commits/c651331b34b7c3841c126959e6e52879bc6f0834,2017-01-26,Thanks Tim Graham for the review.
36,MDY6Q29tbWl0NDE2NDQ4MjplMDdlNzQzZTBjMzc1YjM4MDc0ODU2MWQxOGI5NzVjODIxMWE0YTAx,Tim Graham,GitHub,Refs #23919 -- Used DeclarativeFieldsMetaclass.__prepare__() for tracking form field order.,https://api.github.com/repos/django/django/git/commits/e07e743e0c375b380748561d18b975c8211a4a01,2017-01-27,Refs #23919 -- Used DeclarativeFieldsMetaclass.__prepare__() for tracking form field order.
36,MDY6Q29tbWl0NDE2NDQ4MjplMDdlNzQzZTBjMzc1YjM4MDc0ODU2MWQxOGI5NzVjODIxMWE0YTAx,Tim Graham,GitHub,Refs #23919 -- Used DeclarativeFieldsMetaclass.__prepare__() for tracking form field order.,https://api.github.com/repos/django/django/git/commits/e07e743e0c375b380748561d18b975c8211a4a01,2017-01-27,
37,MDY6Q29tbWl0NDE2NDQ4MjpjZWNjMDc5MTY4ZTg2NjkxMzg3MjhkMzE2MTFmZjNhMWU3ZWIzYTlm,Simon Charette,Claude Paroz,Refs #23919 -- Stopped inheriting from object to define new style classes.,https://api.github.com/repos/django/django/git/commits/cecc079168e8669138728d31611ff3a1e7eb3a9f,2017-01-19,Refs #23919 -- Stopped inheriting from object to define new style classes.
37,MDY6Q29tbWl0NDE2NDQ4MjpjZWNjMDc5MTY4ZTg2NjkxMzg3MjhkMzE2MTFmZjNhMWU3ZWIzYTlm,Simon Charette,Claude Paroz,Refs #23919 -- Stopped inheriting from object to define new style classes.,https://api.github.com/repos/django/django/git/commits/cecc079168e8669138728d31611ff3a1e7eb3a9f,2017-01-19,
38,MDY6Q29tbWl0NDE2NDQ4MjoyYjI4MWNjMzVlZDlkOTk3NjE0Y2EzYzQxNjkyOGQ3ZmFiZmVmMWFk,Claude Paroz,Claude Paroz,"Refs #23919 -- Removed most of remaining six usage

Thanks Tim Graham for the review.",https://api.github.com/repos/django/django/git/commits/2b281cc35ed9d997614ca3c416928d7fabfef1ad,2017-01-07,Refs #23919 -- Removed most of remaining six usage
38,MDY6Q29tbWl0NDE2NDQ4MjoyYjI4MWNjMzVlZDlkOTk3NjE0Y2EzYzQxNjkyOGQ3ZmFiZmVmMWFk,Claude Paroz,Claude Paroz,"Refs #23919 -- Removed most of remaining six usage

Thanks Tim Graham for the review.",https://api.github.com/repos/django/django/git/commits/2b281cc35ed9d997614ca3c416928d7fabfef1ad,2017-01-07,Thanks Tim Graham for the review.
39,MDY6Q29tbWl0NDE2NDQ4Mjo3YjJmMmU3NGFkYjM2YTQzMzRlODMxMzBmNmFiYzJmNzlkMzk1MjM1,Claude Paroz,Claude Paroz,"Refs #23919 -- Removed six.<various>_types usage

Thanks Tim Graham and Simon Charette for the reviews.",https://api.github.com/repos/django/django/git/commits/7b2f2e74adb36a4334e83130f6abc2f79d395235,2016-12-29,Refs #23919 -- Removed six.<various>_types usage
39,MDY6Q29tbWl0NDE2NDQ4Mjo3YjJmMmU3NGFkYjM2YTQzMzRlODMxMzBmNmFiYzJmNzlkMzk1MjM1,Claude Paroz,Claude Paroz,"Refs #23919 -- Removed six.<various>_types usage

Thanks Tim Graham and Simon Charette for the reviews.",https://api.github.com/repos/django/django/git/commits/7b2f2e74adb36a4334e83130f6abc2f79d395235,2016-12-29,Thanks Tim Graham and Simon Charette for the reviews.
40,MDY6Q29tbWl0NDE2NDQ4MjpmM2M0M2FkMWZkOTU1NmYwZmQwMjZhNWRmYTkzYzY3YTVjZjE4NmNh,Claude Paroz,Claude Paroz,Refs #23919 -- Removed python_2_unicode_compatible decorator usage,https://api.github.com/repos/django/django/git/commits/f3c43ad1fd9556f0fd026a5dfa93c67a5cf186ca,2016-11-19,Refs #23919 -- Removed python_2_unicode_compatible decorator usage
40,MDY6Q29tbWl0NDE2NDQ4MjpmM2M0M2FkMWZkOTU1NmYwZmQwMjZhNWRmYTkzYzY3YTVjZjE4NmNh,Claude Paroz,Claude Paroz,Refs #23919 -- Removed python_2_unicode_compatible decorator usage,https://api.github.com/repos/django/django/git/commits/f3c43ad1fd9556f0fd026a5dfa93c67a5cf186ca,2016-11-19,
41,MDY6Q29tbWl0NDE2NDQ4MjpkN2I5YWFhMzY2ZGQ1NGVjYzMxNDJjNTg4MTYyZTNhZGM3YzJmN2Fj,Claude Paroz,Claude Paroz,Refs #23919 -- Removed encoding preambles and future imports,https://api.github.com/repos/django/django/git/commits/d7b9aaa366dd54ecc3142c588162e3adc7c2f7ac,2016-11-19,Refs #23919 -- Removed encoding preambles and future imports
41,MDY6Q29tbWl0NDE2NDQ4MjpkN2I5YWFhMzY2ZGQ1NGVjYzMxNDJjNTg4MTYyZTNhZGM3YzJmN2Fj,Claude Paroz,Claude Paroz,Refs #23919 -- Removed encoding preambles and future imports,https://api.github.com/repos/django/django/git/commits/d7b9aaa366dd54ecc3142c588162e3adc7c2f7ac,2016-11-19,
42,MDY6Q29tbWl0NDE2NDQ4MjpiNTJjNzMwMDhhOWQ2N2U5ZGRiYjg0MTg3MmRjMTVjZGQzZDZlZTAx,Preston Timmons,Tim Graham,"Fixed #15667 -- Added template-based widget rendering.

Thanks Carl Meyer and Tim Graham for contributing to the patch.",https://api.github.com/repos/django/django/git/commits/b52c73008a9d67e9ddbb841872dc15cdd3d6ee01,2016-12-27,Fixed #15667 -- Added template-based widget rendering.
42,MDY6Q29tbWl0NDE2NDQ4MjpiNTJjNzMwMDhhOWQ2N2U5ZGRiYjg0MTg3MmRjMTVjZGQzZDZlZTAx,Preston Timmons,Tim Graham,"Fixed #15667 -- Added template-based widget rendering.

Thanks Carl Meyer and Tim Graham for contributing to the patch.",https://api.github.com/repos/django/django/git/commits/b52c73008a9d67e9ddbb841872dc15cdd3d6ee01,2016-12-27,Thanks Carl Meyer and Tim Graham for contributing to the patch.
43,MDY6Q29tbWl0NDE2NDQ4MjpmNWM2ZDNjOGQ5ZmEyMTU4NzM0ODU4ZmEwYTdhYzkxN2MzODRjYjk3,Jon Dufresne,GitHub,Fixed #27068 -- Unified form field initial data retrieval.,https://api.github.com/repos/django/django/git/commits/f5c6d3c8d9fa2158734858fa0a7ac917c384cb97,2016-08-19,Fixed #27068 -- Unified form field initial data retrieval.
43,MDY6Q29tbWl0NDE2NDQ4MjpmNWM2ZDNjOGQ5ZmEyMTU4NzM0ODU4ZmEwYTdhYzkxN2MzODRjYjk3,Jon Dufresne,GitHub,Fixed #27068 -- Unified form field initial data retrieval.,https://api.github.com/repos/django/django/git/commits/f5c6d3c8d9fa2158734858fa0a7ac917c384cb97,2016-08-19,
44,MDY6Q29tbWl0NDE2NDQ4MjphNWY4NWQ4OTFiNTFkN2NlYjRmOWU0MjJlM2U0ZjVjNzQxMDYyMjg4,Tim Graham,Tim Graham,"Fixed #26917 -- Fixed crash in disabled ModelChoiceFields.

Partially reverted refs #25532 to fix a regression in Django 1.10.
This reintroduces a crash for disabled forms.JSONField (refs #26949),
however, that issue is also present on Django 1.9.

Thanks Ryan Schave for the test.",https://api.github.com/repos/django/django/git/commits/a5f85d891b51d7ceb4f9e422e3e4f5c741062288,2016-07-25,Fixed #26917 -- Fixed crash in disabled ModelChoiceFields.
44,MDY6Q29tbWl0NDE2NDQ4MjphNWY4NWQ4OTFiNTFkN2NlYjRmOWU0MjJlM2U0ZjVjNzQxMDYyMjg4,Tim Graham,Tim Graham,"Fixed #26917 -- Fixed crash in disabled ModelChoiceFields.

Partially reverted refs #25532 to fix a regression in Django 1.10.
This reintroduces a crash for disabled forms.JSONField (refs #26949),
however, that issue is also present on Django 1.9.

Thanks Ryan Schave for the test.",https://api.github.com/repos/django/django/git/commits/a5f85d891b51d7ceb4f9e422e3e4f5c741062288,2016-07-25,Partially reverted refs #25532 to fix a regression in Django 1.10
44,MDY6Q29tbWl0NDE2NDQ4MjphNWY4NWQ4OTFiNTFkN2NlYjRmOWU0MjJlM2U0ZjVjNzQxMDYyMjg4,Tim Graham,Tim Graham,"Fixed #26917 -- Fixed crash in disabled ModelChoiceFields.

Partially reverted refs #25532 to fix a regression in Django 1.10.
This reintroduces a crash for disabled forms.JSONField (refs #26949),
however, that issue is also present on Django 1.9.

Thanks Ryan Schave for the test.",https://api.github.com/repos/django/django/git/commits/a5f85d891b51d7ceb4f9e422e3e4f5c741062288,2016-07-25,"This reintroduces a crash for disabled forms.JSONField (refs #26949),
however, that issue is also present on Django 1.9"
44,MDY6Q29tbWl0NDE2NDQ4MjphNWY4NWQ4OTFiNTFkN2NlYjRmOWU0MjJlM2U0ZjVjNzQxMDYyMjg4,Tim Graham,Tim Graham,"Fixed #26917 -- Fixed crash in disabled ModelChoiceFields.

Partially reverted refs #25532 to fix a regression in Django 1.10.
This reintroduces a crash for disabled forms.JSONField (refs #26949),
however, that issue is also present on Django 1.9.

Thanks Ryan Schave for the test.",https://api.github.com/repos/django/django/git/commits/a5f85d891b51d7ceb4f9e422e3e4f5c741062288,2016-07-25,Thanks Ryan Schave for the test.
45,MDY6Q29tbWl0NDE2NDQ4MjplYzYxMjE2OTNmMTEyYWUzM2I2NTNiNDM2NGU4MTI3MjJkMmViNTY3,Jon Dufresne,Tim Graham,Fixed #22383 -- Added support for HTML5 required attribute on required form fields.,https://api.github.com/repos/django/django/git/commits/ec6121693f112ae33b653b4364e812722d2eb567,2016-03-28,Fixed #22383 -- Added support for HTML5 required attribute on required form fields.
45,MDY6Q29tbWl0NDE2NDQ4MjplYzYxMjE2OTNmMTEyYWUzM2I2NTNiNDM2NGU4MTI3MjJkMmViNTY3,Jon Dufresne,Tim Graham,Fixed #22383 -- Added support for HTML5 required attribute on required form fields.,https://api.github.com/repos/django/django/git/commits/ec6121693f112ae33b653b4364e812722d2eb567,2016-03-28,
46,MDY6Q29tbWl0NDE2NDQ4MjozY2I2M2IwZTQ3MzU2OGNiNTE1OGQ3YTRmMTNjYjdlMWM5ZWU4OWY1,Tim Graham,Tim Graham,Refs #26502 -- Added choices to Form.__getitem__() KeyError message.,https://api.github.com/repos/django/django/git/commits/3cb63b0e473568cb5158d7a4f13cb7e1c9ee89f5,2016-04-14,Refs #26502 -- Added choices to Form.__getitem__() KeyError message.
46,MDY6Q29tbWl0NDE2NDQ4MjozY2I2M2IwZTQ3MzU2OGNiNTE1OGQ3YTRmMTNjYjdlMWM5ZWU4OWY1,Tim Graham,Tim Graham,Refs #26502 -- Added choices to Form.__getitem__() KeyError message.,https://api.github.com/repos/django/django/git/commits/3cb63b0e473568cb5158d7a4f13cb7e1c9ee89f5,2016-04-14,
47,MDY6Q29tbWl0NDE2NDQ4MjpkZjhkOGQ0MjkyNjg0ZDZmZmE3NDc0ZjFlMjAxYWVkNDg2ZjAyYjUz,Tim Graham,Tim Graham,Fixed E128 flake8 warnings in django/.,https://api.github.com/repos/django/django/git/commits/df8d8d4292684d6ffa7474f1e201aed486f02b53,2016-03-28,Fixed E128 flake8 warnings in django/.
47,MDY6Q29tbWl0NDE2NDQ4MjpkZjhkOGQ0MjkyNjg0ZDZmZmE3NDc0ZjFlMjAxYWVkNDg2ZjAyYjUz,Tim Graham,Tim Graham,Fixed E128 flake8 warnings in django/.,https://api.github.com/repos/django/django/git/commits/df8d8d4292684d6ffa7474f1e201aed486f02b53,2016-03-28,
48,MDY6Q29tbWl0NDE2NDQ4MjpkYjE5NjE5NTQ1ZGQ5OWExZDI1MDJjNzI5NzRkNzllY2EzM2FjZmY3,Claude Paroz,Claude Paroz,"Fixed #25532 -- Properly redisplayed JSONField form input values

Thanks David Szotten for the report and Tommy Beadle for code inspiration.
Thanks Tim Graham for the review.",https://api.github.com/repos/django/django/git/commits/db19619545dd99a1d2502c72974d79eca33acff7,2016-03-26,Fixed #25532 -- Properly redisplayed JSONField form input values
48,MDY6Q29tbWl0NDE2NDQ4MjpkYjE5NjE5NTQ1ZGQ5OWExZDI1MDJjNzI5NzRkNzllY2EzM2FjZmY3,Claude Paroz,Claude Paroz,"Fixed #25532 -- Properly redisplayed JSONField form input values

Thanks David Szotten for the report and Tommy Beadle for code inspiration.
Thanks Tim Graham for the review.",https://api.github.com/repos/django/django/git/commits/db19619545dd99a1d2502c72974d79eca33acff7,2016-03-26,Thanks David Szotten for the report and Tommy Beadle for code inspiration
48,MDY6Q29tbWl0NDE2NDQ4MjpkYjE5NjE5NTQ1ZGQ5OWExZDI1MDJjNzI5NzRkNzllY2EzM2FjZmY3,Claude Paroz,Claude Paroz,"Fixed #25532 -- Properly redisplayed JSONField form input values

Thanks David Szotten for the report and Tommy Beadle for code inspiration.
Thanks Tim Graham for the review.",https://api.github.com/repos/django/django/git/commits/db19619545dd99a1d2502c72974d79eca33acff7,2016-03-26,Thanks Tim Graham for the review.
49,MDY6Q29tbWl0NDE2NDQ4MjphNTEwNzBlNzQzNDQyNjQ2Nzg2OTE0NzYwOGM1YThjYTU4ZTIxZTAw,Moritz Sichert,Moritz Sichert,Refs #25294 -- Added BoundField import for backwards compatibility.,https://api.github.com/repos/django/django/git/commits/a51070e7434426467869147608c5a8ca58e21e00,2015-09-24,Refs #25294 -- Added BoundField import for backwards compatibility.
49,MDY6Q29tbWl0NDE2NDQ4MjphNTEwNzBlNzQzNDQyNjQ2Nzg2OTE0NzYwOGM1YThjYTU4ZTIxZTAw,Moritz Sichert,Moritz Sichert,Refs #25294 -- Added BoundField import for backwards compatibility.,https://api.github.com/repos/django/django/git/commits/a51070e7434426467869147608c5a8ca58e21e00,2015-09-24,
50,MDY6Q29tbWl0NDE2NDQ4Mjo4NTUwMTYxZTUzMWE2MDNkNTc3MjM4NTBmYjA5YzRjOWI3Y2E2MGI5,Moritz Sichert,Tim Graham,Refs #25294 -- Moved BoundField to django.forms.boundfield.,https://api.github.com/repos/django/django/git/commits/8550161e531a603d57723850fb09c4c9b7ca60b9,2015-09-09,Refs #25294 -- Moved BoundField to django.forms.boundfield.
50,MDY6Q29tbWl0NDE2NDQ4Mjo4NTUwMTYxZTUzMWE2MDNkNTc3MjM4NTBmYjA5YzRjOWI3Y2E2MGI5,Moritz Sichert,Tim Graham,Refs #25294 -- Moved BoundField to django.forms.boundfield.,https://api.github.com/repos/django/django/git/commits/8550161e531a603d57723850fb09c4c9b7ca60b9,2015-09-09,
51,MDY6Q29tbWl0NDE2NDQ4Mjo1MzU4MDllMTIxNjFkMjhkYWNhZjUxNjE0MzZmYzA1YTliYjA2NGFh,Moritz Sichert,Tim Graham,Fixed #25294 -- Allowed custom BoundFields on forms.,https://api.github.com/repos/django/django/git/commits/535809e12161d28dacaf5161436fc05a9bb064aa,2015-08-10,Fixed #25294 -- Allowed custom BoundFields on forms.
51,MDY6Q29tbWl0NDE2NDQ4Mjo1MzU4MDllMTIxNjFkMjhkYWNhZjUxNjE0MzZmYzA1YTliYjA2NGFh,Moritz Sichert,Tim Graham,Fixed #25294 -- Allowed custom BoundFields on forms.,https://api.github.com/repos/django/django/git/commits/535809e12161d28dacaf5161436fc05a9bb064aa,2015-08-10,
52,MDY6Q29tbWl0NDE2NDQ4Mjo5N2FjNzdlNTQ0ZjliMWQxZjI4YzBmODU5YmVmOGZiYzE5NWQ4MWE1,Tim Graham,Tim Graham,"Removed BaseForm._raw_value().

Unused since efb0100ee67931329f17bc9988ecd5f0619cea14.",https://api.github.com/repos/django/django/git/commits/97ac77e544f9b1d1f28c0f859bef8fbc195d81a5,2015-08-21,Removed BaseForm._raw_value().
52,MDY6Q29tbWl0NDE2NDQ4Mjo5N2FjNzdlNTQ0ZjliMWQxZjI4YzBmODU5YmVmOGZiYzE5NWQ4MWE1,Tim Graham,Tim Graham,"Removed BaseForm._raw_value().

Unused since efb0100ee67931329f17bc9988ecd5f0619cea14.",https://api.github.com/repos/django/django/git/commits/97ac77e544f9b1d1f28c0f859bef8fbc195d81a5,2015-08-21,Unused since efb0100ee67931329f17bc9988ecd5f0619cea14.
53,MDY6Q29tbWl0NDE2NDQ4MjpjNmMwMGZiZmJiNjU5ZGU0YmVhYWQzYzYxMmMyNzFhYzc0Zjg5MmE3,Curtis Maloney,Tim Graham,Used @cached_property for BaseForm.changed_data.,https://api.github.com/repos/django/django/git/commits/c6c00fbfbb659de4beaad3c612c271ac74f892a7,2015-08-04,Used @cached_property for BaseForm.changed_data.
53,MDY6Q29tbWl0NDE2NDQ4MjpjNmMwMGZiZmJiNjU5ZGU0YmVhYWQzYzYxMmMyNzFhYzc0Zjg5MmE3,Curtis Maloney,Tim Graham,Used @cached_property for BaseForm.changed_data.,https://api.github.com/repos/django/django/git/commits/c6c00fbfbb659de4beaad3c612c271ac74f892a7,2015-08-04,
54,MDY6Q29tbWl0NDE2NDQ4MjoxZWY0YWVhYjQwM2Y3ZmI3NGMwYjliMTFmZGU4NTRmZDAzYWZjNDBj,Claude Paroz,Claude Paroz,"Fixed #25078 -- Added support for disabled form fields

Thanks Keryn Knight and Tim Graham for the reviews.",https://api.github.com/repos/django/django/git/commits/1ef4aeab403f7fb74c0b9b11fde854fd03afc40c,2015-07-07,Fixed #25078 -- Added support for disabled form fields
54,MDY6Q29tbWl0NDE2NDQ4MjoxZWY0YWVhYjQwM2Y3ZmI3NGMwYjliMTFmZGU4NTRmZDAzYWZjNDBj,Claude Paroz,Claude Paroz,"Fixed #25078 -- Added support for disabled form fields

Thanks Keryn Knight and Tim Graham for the reviews.",https://api.github.com/repos/django/django/git/commits/1ef4aeab403f7fb74c0b9b11fde854fd03afc40c,2015-07-07,Thanks Keryn Knight and Tim Graham for the reviews.
55,MDY6Q29tbWl0NDE2NDQ4MjoxODg0YmY4ZThlOWZiM2Y5ZjQ0YTllYzIxNmFjYTk2ZjYzOTc0MjY4,Markus Amalthea Magnuson,Tim Graham,Fixed #12437 -- Added css_classes to Form._html_output(),https://api.github.com/repos/django/django/git/commits/1884bf8e8e9fb3f9f44a9ec216aca96f63974268,2015-06-05,Fixed #12437 -- Added css_classes to Form._html_output()
55,MDY6Q29tbWl0NDE2NDQ4MjoxODg0YmY4ZThlOWZiM2Y5ZjQ0YTllYzIxNmFjYTk2ZjYzOTc0MjY4,Markus Amalthea Magnuson,Tim Graham,Fixed #12437 -- Added css_classes to Form._html_output(),https://api.github.com/repos/django/django/git/commits/1884bf8e8e9fb3f9f44a9ec216aca96f63974268,2015-06-05,
56,MDY6Q29tbWl0NDE2NDQ4Mjo1OTg3YjNjNDZkNWE2OTQ4NzM3NjI3ZDI5NGQ5NWVkNTRkNDllYWU2,Alasdair Nicol,Tim Graham,Removed comment from Form.changed_data; refs #24191,https://api.github.com/repos/django/django/git/commits/5987b3c46d5a6948737627d294d95ed54d49eae6,2015-06-04,Removed comment from Form.changed_data; refs #24191
56,MDY6Q29tbWl0NDE2NDQ4Mjo1OTg3YjNjNDZkNWE2OTQ4NzM3NjI3ZDI5NGQ5NWVkNTRkNDllYWU2,Alasdair Nicol,Tim Graham,Removed comment from Form.changed_data; refs #24191,https://api.github.com/repos/django/django/git/commits/5987b3c46d5a6948737627d294d95ed54d49eae6,2015-06-04,
